GID,Trait,Env,Response
197,GY,LND15,3.093281667
198,GY,LND15,3.021381667
199,GY,LND15,2.697381667
200,GY,LND15,2.212581667
201,GY,LND15,2.410481667
202,GY,LND15,2.338581667
203,GY,LND15,2.626281667
204,GY,LND15,2.140581667
205,GY,LND15,2.554381667
206,GY,LND15,2.626281667
207,GY,LND15,2.644081667
208,GY,LND15,2.535781667
209,GY,LND15,2.410481667
210,GY,LND15,2.644081667
211,GY,LND15,3.056981667
212,GY,LND15,1.817581667
213,GY,LND15,1.852581667
214,GY,LND15,2.167581667
215,GY,LND15,2.913181667
216,GY,LND15,2.491281667
217,GY,LND15,2.562481667
218,GY,LND15,1.871581667
219,GY,LND15,2.535781667
220,GY,LND15,2.626281667
221,GY,LND15,1.889581667
222,GY,LND15,2.706281667
223,GY,LND15,1.718581667
224,GY,LND15,1.933581667
225,GY,LND15,2.742681667
226,GY,LND15,0.837581667
227,GY,LND15,2.374581667
228,GY,LND15,1.223581667
229,GY,LND15,1.439581667
230,GY,LND15,1.816581667
231,GY,LND15,2.248581667
232,GY,LND15,1.044581667
233,GY,LND15,1.170581667
234,GY,LND15,1.349581667
235,GY,LND15,1.205581667
236,GY,LND15,1.170581667
237,GY,LND15,2.086581667
238,GY,LND15,0.828581667
239,GY,LND15,2.644081667
240,GY,LND15,2.841181667
241,GY,LND15,2.284581667
242,GY,LND15,2.194581667
243,GY,LND15,2.158581667
244,GY,LND15,2.014581667
245,GY,LND15,1.475581667
246,GY,LND15,2.428281667
247,GY,LND15,1.960581667
248,GY,LND15,1.888581667
249,GY,LND15,1.583581667
250,GY,LND15,0.972581667
251,GY,LND15,2.437181667
252,GY,LND15,2.553581667
253,GY,LND15,1.691581667
254,GY,LND15,1.835581667
255,GY,LND15,1.637581667
256,GY,LND15,2.356581667
257,GY,LND15,2.446081667
258,GY,LND15,3.111081667
259,GY,LND15,1.691581667
260,GY,LND15,1.924581667
261,GY,LND15,0.721581667
262,GY,LND15,2.158581667
263,GY,LND15,1.979581667
264,GY,LND15,2.014581667
265,GY,LND15,0.540581667
266,GY,LND15,1.942581667
267,GY,LND15,1.709581667
268,GY,LND15,1.888581667
269,GY,LND15,2.356581667
270,GY,LND15,2.140581667
271,GY,LND15,2.823481667
272,GY,LND15,2.644081667
273,GY,LND15,2.194581667
274,GY,LND15,2.463881667
275,GY,LND15,1.852581667
276,GY,LND15,1.637581667
277,GY,LND15,1.979581667
278,GY,LND15,2.176581667
279,GY,LND15,1.942581667
280,GY,LND15,2.123581667
281,GY,LND15,1.835581667
282,GY,LND15,2.212581667
283,GY,LND15,1.987581667
284,GY,LND15,2.590281667
285,GY,LND15,3.146981667
286,GY,LND15,2.212581667
287,GY,LND15,2.571781667
288,GY,LND15,2.113581667
289,GY,LND15,2.716281667
290,GY,LND15,2.428681667
291,GY,LND15,2.590281667
292,GY,LND15,2.590281667
293,GY,LND15,2.895681667
294,GY,LND15,2.625881667
295,GY,LND15,2.608081667
296,GY,LND15,3.129181667
297,GY,LND15,2.428681667
298,GY,LND15,2.823781667
299,GY,LND15,2.373581667
300,GY,LND15,2.517681667
301,GY,LND15,2.499881667
302,GY,LND15,2.589581667
303,GY,LND15,2.553981667
304,GY,LND15,2.823081667
305,GY,LND15,2.589581667
306,GY,LND15,2.320581667
307,GY,LND15,2.427981667
308,GY,LND15,2.769681667
309,GY,LND15,2.715581667
310,GY,LND15,2.338581667
311,GY,LND15,2.625881667
312,GY,LND15,2.553981667
313,GY,LND15,2.742681667
314,GY,LND15,1.906581667
315,GY,LND15,1.996581667
316,GY,LND15,3.092881667
317,GY,LND15,2.464281667
318,GY,LND15,2.787481667
319,GY,LND15,1.762581667
320,GY,LND15,2.104581667
321,GY,LND15,1.780581667
322,GY,LND15,1.871581667
323,GY,LND15,2.931281667
324,GY,LND15,1.565581667
325,GY,LND15,2.266581667
326,GY,LND15,2.410181667
327,GY,LND15,3.416106667
328,GY,LND15,2.697781667
329,GY,LND15,2.383581667
330,GY,LND15,3.407581667
331,GY,LND15,1.915581667
332,GY,LND15,3.263781667
333,GY,LND15,2.652581667
334,GY,LND15,2.454681667
335,GY,LND15,3.173681667
336,GY,LND15,3.585081667
337,GY,LND15,2.005581667
338,GY,LND15,2.760781667
339,GY,LND15,2.257581667
340,GY,LND15,2.706681667
341,GY,LND15,2.688881667
342,GY,LND15,2.545081667
343,GY,LND15,2.347581667
344,GY,LND15,3.191481667
345,GY,LND15,2.760781667
346,GY,LND15,2.778581667
347,GY,LND15,2.311581667
348,GY,LND15,2.239581667
349,GY,LND15,2.436881667
350,GY,LND15,2.041581667
351,GY,LND15,1.880581667
352,GY,LND15,2.292581667
353,GY,LND15,1.897581667
354,GY,LND15,1.843581667
355,GY,LND15,1.808581667
356,GY,LND15,2.059581667
357,GY,LND15,2.023581667
358,GY,LND15,1.880581667
359,GY,LND15,2.077581667
360,GY,LND15,2.311581667
361,GY,LND15,2.850081667
362,GY,LND15,2.868681667
363,GY,LND15,2.688481667
364,GY,LND15,2.419381667
365,GY,LND15,2.742681667
366,GY,LND15,2.203581667
367,GY,LND15,2.868681667
368,GY,LND15,2.509081667
369,GY,LND15,2.921981667
370,GY,LND15,2.509081667
371,GY,LND15,2.616581667
372,GY,LND15,3.102181667
373,GY,LND15,2.832281667
374,GY,LND15,2.958381667
375,GY,LND15,2.652981667
376,GY,LND15,2.256581667
377,GY,LND15,2.491281667
378,GY,LND15,3.425371667
379,GY,LND15,2.311581667
380,GY,LND15,1.628581667
381,GY,LND15,2.760381667
382,GY,LND15,1.861581667
383,GY,LND15,1.987581667
384,GY,LND15,2.635181667
385,GY,LND15,2.976181667
386,GY,LND15,2.400581667
387,GY,LND15,1.538581667
388,GY,LND15,1.520581667
389,GY,LND15,1.933581667
390,GY,LND15,1.377581667
391,GY,LND15,1.844581667
392,GY,LND15,2.239581667
393,GY,LND15,2.544681667
394,GY,LND15,2.491281667
395,GY,LND15,2.095581667
396,GY,LND15,3.317881667
397,GY,LND15,2.023581667
398,GY,LND15,2.796781667
399,GY,LND15,2.922381667
400,GY,LND15,0.639581667
401,GY,LND15,2.580681667
402,GY,LND15,2.239581667
403,GY,LND15,2.904581667
404,GY,LND15,1.951581667
405,GY,LND15,2.364581667
406,GY,LND15,1.287581667
407,GY,LND15,2.401581667
408,GY,LND15,2.454681667
409,GY,LND15,2.329581667
410,GY,LND15,1.790581667
411,GY,LND15,2.131581667
412,GY,LND15,2.113581667
413,GY,LND15,1.358581667
414,GY,LND15,1.682581667
415,GY,LND15,1.160581667
416,GY,LND15,2.329581667
417,GY,LND15,1.215581667
418,GY,LND15,2.059581667
419,GY,LND15,2.131581667
420,GY,LND15,2.957981667
421,GY,LND15,2.670381667
422,GY,LND15,2.724481667
423,GY,LND15,2.778581667
424,GY,LND15,2.131581667
425,GY,LND15,1.502581667
426,GY,LND15,1.071581667
427,GY,LND15,1.358581667
428,GY,LND15,2.652581667
429,GY,LND15,1.969581667
430,GY,LND15,2.526581667
431,GY,LND15,3.173681667
432,GY,LND15,3.281881667
433,GY,LND15,3.012081667
434,GY,LND15,3.497651667
435,GY,LND15,2.562881667
436,GY,LND15,2.149581667
437,GY,LND15,2.383581667
438,GY,LND15,2.203581667
439,GY,LND15,2.742981667
440,GY,LND15,2.023581667
441,GY,LND15,0.927581667
442,GY,LND15,1.790581667
443,GY,LND15,2.634781667
444,GY,LND15,2.904581667
445,GY,LND15,2.095581667
446,GY,LND15,2.994281667
447,GY,LND15,2.239581667
448,GY,LND15,2.437581667
449,GY,LND15,2.113581667
450,GY,LND15,2.149581667
451,GY,LND15,2.059581667
452,GY,LND15,2.599181667
453,GY,LND15,2.922381667
454,GY,LND15,2.796381667
455,GY,LND15,2.706681667
456,GY,LND15,2.697781667
1,NWI,LND15,-0.036297816
2,NWI,LND15,-0.030117626
3,NWI,LND15,-0.042718315
4,NWI,LND15,-0.044090488
5,NWI,LND15,-0.034279825
6,NWI,LND15,-0.025100321
7,NWI,LND15,-0.022297403
8,NWI,LND15,-0.034511926
9,NWI,LND15,-0.034258753
10,NWI,LND15,-0.026397301
11,NWI,LND15,-0.035855125
12,NWI,LND15,-0.025322569
13,NWI,LND15,-0.049941954
14,NWI,LND15,-0.042788043
15,NWI,LND15,-0.043305336
16,NWI,LND15,-0.03609007
17,NWI,LND15,-0.030485009
18,NWI,LND15,-0.035626312
19,NWI,LND15,-0.029394972
20,NWI,LND15,-0.04217045
21,NWI,LND15,-0.053700399
22,NWI,LND15,-0.046842295
23,NWI,LND15,-0.05200537
24,NWI,LND15,-0.056465137
25,NWI,LND15,-0.038227885
26,NWI,LND15,-0.027593468
27,NWI,LND15,-0.036410233
28,NWI,LND15,-0.031910782
29,NWI,LND15,-0.067978704
30,NWI,LND15,-0.077884357
31,NWI,LND15,-0.073732161
32,NWI,LND15,-0.064521726
33,NWI,LND15,-0.050213682
34,NWI,LND15,-0.040572696
35,NWI,LND15,-0.040735885
36,NWI,LND15,-0.047872136
37,NWI,LND15,-0.046379212
38,NWI,LND15,-0.042193857
39,NWI,LND15,-0.031027839
40,NWI,LND15,-0.051851739
41,NWI,LND15,-0.053699665
42,NWI,LND15,-0.039255366
43,NWI,LND15,-0.036651859
44,NWI,LND15,-0.030241931
45,NWI,LND15,-0.028098686
46,NWI,LND15,-0.029371694
47,NWI,LND15,-0.045588454
48,NWI,LND15,-0.031580823
49,NWI,LND15,-0.044029123
50,NWI,LND15,-0.040303456
51,NWI,LND15,-0.043393408
52,NWI,LND15,-0.04106993
53,NWI,LND15,-0.06418226
54,NWI,LND15,-0.031192537
55,NWI,LND15,-0.049286711
56,NWI,LND15,-0.026846207
57,NWI,LND15,-0.035327398
58,NWI,LND15,-0.043230862
59,NWI,LND15,-0.042881183
60,NWI,LND15,-0.029145402
61,NWI,LND15,-0.065959179
62,NWI,LND15,-0.037655367
63,NWI,LND15,-0.036097351
64,NWI,LND15,-0.028740596
65,NWI,LND15,-0.032734459
66,NWI,LND15,-0.029920218
67,NWI,LND15,-0.036837155
68,NWI,LND15,-0.037578152
69,NWI,LND15,-0.048016836
70,NWI,LND15,-0.055014296
71,NWI,LND15,-0.042861526
72,NWI,LND15,-0.036091688
73,NWI,LND15,-0.033504999
74,NWI,LND15,-0.053302208
75,NWI,LND15,-0.053680198
76,NWI,LND15,-0.069693403
77,NWI,LND15,-0.031613707
78,NWI,LND15,-0.058964158
79,NWI,LND15,-0.04130225
80,NWI,LND15,-0.034822484
81,NWI,LND15,-0.058333986
82,NWI,LND15,-0.034208897
83,NWI,LND15,-0.059990348
84,NWI,LND15,-0.055655495
85,NWI,LND15,-0.023893058
86,NWI,LND15,-0.016638858
87,NWI,LND15,-0.012935538
88,NWI,LND15,-0.039452188
89,NWI,LND15,-0.043492047
90,NWI,LND15,-0.042352371
91,NWI,LND15,-0.032532774
92,NWI,LND15,-0.045013407
93,NWI,LND15,-0.025157099
94,NWI,LND15,-0.036326028
95,NWI,LND15,-0.039511983
96,NWI,LND15,-0.024980648
97,NWI,LND15,-0.032681521
98,NWI,LND15,-0.030021825
99,NWI,LND15,-0.037249171
100,NWI,LND15,-0.027284343
101,NWI,LND15,-0.024413463
102,NWI,LND15,-0.057539324
103,NWI,LND15,-0.02044956
104,NWI,LND15,-0.023253372
105,NWI,LND15,-0.041820747
106,NWI,LND15,-0.034782587
107,NWI,LND15,-0.029343701
108,NWI,LND15,-0.042717031
109,NWI,LND15,-0.036191913
110,NWI,LND15,-0.026880771
111,NWI,LND15,-0.009064603
112,NWI,LND15,-0.025911251
113,NWI,LND15,-0.03548378
114,NWI,LND15,-0.037585824
115,NWI,LND15,-0.033414665
116,NWI,LND15,-0.016165555
117,NWI,LND15,-0.046136105
118,NWI,LND15,-0.043300939
119,NWI,LND15,-0.018601324
120,NWI,LND15,-0.022941425
121,NWI,LND15,-0.039678533
122,NWI,LND15,-0.017405408
123,NWI,LND15,-0.023084354
124,NWI,LND15,-0.034041535
125,NWI,LND15,-0.033066405
126,NWI,LND15,-0.042394277
127,NWI,LND15,-0.021560545
128,NWI,LND15,-0.045330448
129,NWI,LND15,-0.031648452
130,NWI,LND15,-0.038618527
131,NWI,LND15,-0.025800489
132,NWI,LND15,-0.016889029
133,NWI,LND15,-0.042050275
134,NWI,LND15,-0.041897004
135,NWI,LND15,-0.029609549
136,NWI,LND15,-0.046319832
137,NWI,LND15,-0.035078833
138,NWI,LND15,-0.034520091
139,NWI,LND15,-0.036537776
140,NWI,LND15,-0.050945912
141,NWI,LND15,-0.041306658
142,NWI,LND15,-0.048992503
143,NWI,LND15,-0.051236063
144,NWI,LND15,-0.043319751
145,NWI,LND15,-0.046534242
146,NWI,LND15,-0.043585342
147,NWI,LND15,-0.056357222
148,NWI,LND15,-0.036458669
149,NWI,LND15,-0.040149067
150,NWI,LND15,-0.031632159
151,NWI,LND15,-0.056771559
152,NWI,LND15,-0.052978476
153,NWI,LND15,-0.055013496
154,NWI,LND15,-0.043262977
155,NWI,LND15,-0.020788818
156,NWI,LND15,-0.024418979
157,NWI,LND15,-0.009367784
158,NWI,LND15,-0.028768874
159,NWI,LND15,-0.031447262
160,NWI,LND15,-0.045524771
161,NWI,LND15,-0.037632929
162,NWI,LND15,-0.043315975
163,NWI,LND15,-0.046843102
164,NWI,LND15,-0.051825249
165,NWI,LND15,-0.031585262
166,NWI,LND15,-0.070450749
167,NWI,LND15,-0.065943374
168,NWI,LND15,-0.0527186
169,NWI,LND15,-0.03031993
170,NWI,LND15,-0.045419715
171,NWI,LND15,-0.041073769
172,NWI,LND15,-0.024668161
173,NWI,LND15,-0.019730002
174,NWI,LND15,-0.032101535
175,NWI,LND15,-0.038726764
176,NWI,LND15,-0.029393773
177,NWI,LND15,-0.021711071
178,NWI,LND15,-0.029881403
179,NWI,LND15,-0.02619612
180,NWI,LND15,-0.031170193
181,NWI,LND15,-0.0249951
182,NWI,LND15,-0.028840067
183,NWI,LND15,-0.030310711
184,NWI,LND15,-0.034650561
185,NWI,LND15,-0.027686355
186,NWI,LND15,-0.038376461
187,NWI,LND15,-0.043800854
188,NWI,LND15,-0.042557229
189,NWI,LND15,-0.036133965
190,NWI,LND15,-0.038505802
191,NWI,LND15,-0.024408113
192,NWI,LND15,-0.036912112
193,NWI,LND15,-0.03369467
194,NWI,LND15,-0.014408172
195,NWI,LND15,-0.023876426
196,NWI,LND15,-0.026321199
197,NWI,LND15,-0.026486824
198,NWI,LND15,-0.027910206
199,NWI,LND15,-0.043930108
200,NWI,LND15,-0.047177628
201,NWI,LND15,-0.036073246
202,NWI,LND15,-0.031804883
203,NWI,LND15,-0.045489283
204,NWI,LND15,-0.05495666
205,NWI,LND15,-0.0596545
206,NWI,LND15,-0.03653694
207,NWI,LND15,-0.038301596
208,NWI,LND15,-0.03258295
209,NWI,LND15,-0.037218387
210,NWI,LND15,-0.036389739
211,NWI,LND15,-0.045489407
212,NWI,LND15,-0.026450794
213,NWI,LND15,-0.024211443
214,NWI,LND15,-0.024203542
215,NWI,LND15,-0.037742624
216,NWI,LND15,-0.046379443
217,NWI,LND15,-0.040469749
218,NWI,LND15,-0.016429956
219,NWI,LND15,-0.044313689
220,NWI,LND15,-0.031678296
221,NWI,LND15,-0.029650549
222,NWI,LND15,-0.030264261
223,NWI,LND15,-0.030877488
224,NWI,LND15,-0.031709322
225,NWI,LND15,-0.024284145
226,NWI,LND15,-0.013842049
227,NWI,LND15,-0.029058009
228,NWI,LND15,-0.027017053
229,NWI,LND15,-0.038621237
230,NWI,LND15,-0.043939295
231,NWI,LND15,-0.028394205
232,NWI,LND15,-0.018965557
233,NWI,LND15,-0.024975026
234,NWI,LND15,-0.029194997
235,NWI,LND15,-0.019055799
236,NWI,LND15,-0.01873834
237,NWI,LND15,-0.035662721
238,NWI,LND15,-0.02340229
239,NWI,LND15,-0.040731797
240,NWI,LND15,-0.024287926
241,NWI,LND15,-0.026979177
242,NWI,LND15,-0.036557898
243,NWI,LND15,-0.031662112
244,NWI,LND15,-0.024651063
245,NWI,LND15,-0.029459721
246,NWI,LND15,-0.024302242
247,NWI,LND15,-0.011717452
248,NWI,LND15,-0.038328765
249,NWI,LND15,-0.036177382
250,NWI,LND15,-0.010584137
251,NWI,LND15,-0.026663832
252,NWI,LND15,-0.035127512
253,NWI,LND15,-0.020331903
254,NWI,LND15,-0.056810532
255,NWI,LND15,-0.041349421
256,NWI,LND15,-0.027982987
257,NWI,LND15,-0.014985167
258,NWI,LND15,-0.020071622
259,NWI,LND15,-0.047861926
260,NWI,LND15,-0.032868536
261,NWI,LND15,-0.010867212
262,NWI,LND15,-0.02771759
263,NWI,LND15,-0.037433778
264,NWI,LND15,-0.022812308
265,NWI,LND15,-0.023961876
266,NWI,LND15,-0.034010527
267,NWI,LND15,-0.017118081
268,NWI,LND15,-0.036788335
269,NWI,LND15,-0.028852603
270,NWI,LND15,-0.01797484
271,NWI,LND15,-0.016851957
272,NWI,LND15,-0.032377789
273,NWI,LND15,-0.026285811
274,NWI,LND15,-0.033541334
275,NWI,LND15,-0.039813917
276,NWI,LND15,-0.056146902
277,NWI,LND15,-0.041687286
278,NWI,LND15,-0.026146533
279,NWI,LND15,-0.039360856
280,NWI,LND15,-0.027268015
281,NWI,LND15,-0.040590216
282,NWI,LND15,-0.041662445
283,NWI,LND15,-0.034303905
284,NWI,LND15,-0.053217157
285,NWI,LND15,-0.052653953
286,NWI,LND15,-0.022212144
287,NWI,LND15,-0.023733231
288,NWI,LND15,-0.021204596
289,NWI,LND15,-0.042555544
290,NWI,LND15,-0.03370978
291,NWI,LND15,-0.031749175
292,NWI,LND15,-0.018941181
293,NWI,LND15,-0.032851804
294,NWI,LND15,-0.033314032
295,NWI,LND15,-0.041295205
296,NWI,LND15,-0.043836485
297,NWI,LND15,-0.041757967
298,NWI,LND15,-0.026725607
299,NWI,LND15,-0.025217656
300,NWI,LND15,-0.030580863
301,NWI,LND15,-0.037700554
302,NWI,LND15,-0.046432124
303,NWI,LND15,-0.034408652
304,NWI,LND15,-0.045397739
305,NWI,LND15,-0.033824127
306,NWI,LND15,-0.030026757
307,NWI,LND15,-0.014516705
308,NWI,LND15,-0.041400399
309,NWI,LND15,-0.031489875
310,NWI,LND15,-0.015236547
311,NWI,LND15,-0.024011106
312,NWI,LND15,-0.018407403
313,NWI,LND15,-0.047945141
314,NWI,LND15,-0.030336558
315,NWI,LND15,-0.032021611
316,NWI,LND15,-0.029752511
317,NWI,LND15,-0.027268887
318,NWI,LND15,-0.012822257
319,NWI,LND15,-0.027133525
320,NWI,LND15,-0.037141189
321,NWI,LND15,-0.032739472
322,NWI,LND15,-0.036353664
323,NWI,LND15,-0.029940788
324,NWI,LND15,-0.027067738
325,NWI,LND15,-0.046241292
326,NWI,LND15,-0.047163337
327,NWI,LND15,-0.053751972
328,NWI,LND15,-0.040360469
329,NWI,LND15,-0.05684166
330,NWI,LND15,-0.025701296
331,NWI,LND15,-0.015051764
332,NWI,LND15,-0.034914899
333,NWI,LND15,-0.030348821
334,NWI,LND15,-0.039205964
335,NWI,LND15,-0.040128311
336,NWI,LND15,-0.041124102
337,NWI,LND15,-0.047280378
338,NWI,LND15,-0.027014401
339,NWI,LND15,-0.033037709
340,NWI,LND15,-0.025953053
341,NWI,LND15,-0.031801146
342,NWI,LND15,-0.025863658
343,NWI,LND15,-0.043215466
344,NWI,LND15,-0.038195363
345,NWI,LND15,-0.042424522
346,NWI,LND15,-0.037329289
347,NWI,LND15,-0.03533058
348,NWI,LND15,-0.034138669
349,NWI,LND15,-0.024074826
350,NWI,LND15,-0.044592903
351,NWI,LND15,-0.037483777
352,NWI,LND15,-0.04513774
353,NWI,LND15,-0.043015865
354,NWI,LND15,-0.050658287
355,NWI,LND15,-0.033606298
356,NWI,LND15,-0.033099155
357,NWI,LND15,-0.016020168
358,NWI,LND15,-0.028977162
359,NWI,LND15,-0.055407939
360,NWI,LND15,-0.037445256
361,NWI,LND15,-0.03251056
362,NWI,LND15,-0.029636295
363,NWI,LND15,-0.029599291
364,NWI,LND15,-0.048378606
365,NWI,LND15,-0.053398745
366,NWI,LND15,-0.036191686
367,NWI,LND15,-0.034801456
368,NWI,LND15,-0.022471822
369,NWI,LND15,-0.024385213
370,NWI,LND15,-0.026227661
371,NWI,LND15,-0.035826681
372,NWI,LND15,-0.032391605
373,NWI,LND15,-0.045923374
374,NWI,LND15,-0.038185066
375,NWI,LND15,-0.033996668
376,NWI,LND15,-0.025267041
377,NWI,LND15,-0.040224128
378,NWI,LND15,-0.043755775
379,NWI,LND15,-0.034759035
380,NWI,LND15,-0.031957669
381,NWI,LND15,-0.038414685
382,NWI,LND15,-0.020794587
383,NWI,LND15,-0.031952657
384,NWI,LND15,-0.043915708
385,NWI,LND15,-0.058124387
386,NWI,LND15,-0.041591694
387,NWI,LND15,-0.03332986
388,NWI,LND15,-0.034608169
389,NWI,LND15,-0.030970809
390,NWI,LND15,-0.026155698
391,NWI,LND15,-0.040546095
392,NWI,LND15,-0.043514106
393,NWI,LND15,-0.025568145
394,NWI,LND15,-0.033576631
395,NWI,LND15,-0.042505182
396,NWI,LND15,-0.021856259
397,NWI,LND15,-0.033510918
398,NWI,LND15,-0.048820656
399,NWI,LND15,-0.022238124
400,NWI,LND15,-0.008609726
401,NWI,LND15,-0.040464853
402,NWI,LND15,-0.040259298
403,NWI,LND15,-0.007920769
404,NWI,LND15,-0.030244151
405,NWI,LND15,-0.036017694
406,NWI,LND15,-0.024478365
407,NWI,LND15,-0.041928174
408,NWI,LND15,-0.0345177
409,NWI,LND15,-0.037726589
410,NWI,LND15,-0.039872271
411,NWI,LND15,-0.026280405
412,NWI,LND15,-0.021090686
413,NWI,LND15,-0.028995209
414,NWI,LND15,-0.02625138
415,NWI,LND15,-0.031422072
416,NWI,LND15,-0.01959276
417,NWI,LND15,-0.022953277
418,NWI,LND15,-0.035768887
419,NWI,LND15,-0.046899596
